docno,text
1908254684264989095,@PM_ViktorOrban @IntlCrimCourt @netanyahu This decision is a blatant admission of your complicity in the Gaza genocide and a cover-up for U.S.-Israeli war crimes. History will mark you as a nation that betrayed humanity’s conscience to embrace modern-day Nazis!
1908259551880568871,@maxkatz515 @notauntblazer @seldrewholic THERE IS A GENOCIDAL HOLOCAUST IN GAZA. I HIGHLY RECOMMEND NOTICING AND LIVING IN REALITY THAT IS NOT FILTERED IN MEDIA THROUGH A SCREEN. Making it known that innocent women and children are dying is not against Jews
1908257435535675863,"@IsraeliPM_heb Netanyahu and his wife go to Hungary on a holiday, leaving his country in a state of turmoil and revolt while his army brutally bombards Gaza, forgetting the Israeli prisoners trapped and dying of starvation. Their situation is like that of the people of Gaza."
1908255203901444589,"@gazanotice @fnaim65 Doctors are operating in hallways, patients are dying on floors, and the world is still debating “proportionality!” Israel turned Gaza’s hospitals into morgues and called it self-defense!

@UN
@WHO"
1908251144624775530,"It is deeply sorrowful that everyone on this planet are living their normal life, but lot's of people, especially kids, are dying tragically. 

Why are you still doing nothing?
#Gaza 
#غزة_تحت_القصف 
#Israel"
1908250914407739722,"A cry from the heart to every soul on this earth:
Gaza is bleeding and the pain is beyond words
There is a kind of suffering that doesn’t belong to one religion, sect, or language—it belongs to all hearts.
Children are dying, mothers are screaming, and homes are being erased"
1908250848720797997,"@WW3_Monitor Have ever talked about the children of Gaza and other Arab countries being killed by Zionist and Americans like this? Children dying is the worst everywhere, so keep the same energy"
1908249698785518053,"@manmandangon Come on @kajakallas... innocents dying is never acceptable but why are you such concerned about this and not speaking up a fucking word about what is happening in Gaza??? Misserable warmonger! 
https://t.co/fOECFpEAne"
1908249382417314123,"@minpres @ministerBZ @vonderleyen @antonioguterres #Israel is annexing #Gaza and #West_Bank, commits one #WARCRIME after another, 2.5 million citizens without food, drinking water, hospitals. Children dying AND YOU DO NOTHING? Cancel the association agreement, end our complicity! https://t.co/3SHDO3qal4"
1908246591070188005,"Do you still care about us? 🇵🇸

I feel depressed &amp; upset because of the neglect. This link is only source of income to spend on my family To buy food and essential needs Please donate, share or reply with👋

My account is dying, you can't see my posts 💔 https://t.co/heYmOFtgAe"
1908245728130130052,"47,000 views
130 interactions
148 shares
5 comments

If everyone who shared this tweet donated $1 💸, we would have reached our goal.
🙏 Please help me and share widely. My family is dying from hunger, disease, and bombing in Gaza. 😭💔🇵🇸
https://t.co/ng0Hmlqe1w https://t.co/doj1xNNcm2"
1908242214276256167,#GazaGenocide Gaza is dying
1908241296998666281,"Everything happening around the world at the moment is a distraction from the ongoing Holocaust and concentration camps being built in Gaza:

 “Forgive us, we bothered you while we were being slaughtered and dying..!” https://t.co/JXVmkmrxSr"
1908240871625285996,"Gaza is dying of hunger 💔
#GazaGenocide"
1908240871381692837,"Gaza is dying of hunger 😢 😭 😫 😩 
#GazaGenocide"
1908240538026786974,"@motorcymick We in Gaza are dying of hunger, flour is expensive and we don’t have money to buy food. Please, good people, donate so that I can buy food for my little brothers who lost their father."
1908240322481541258,@Lowkey0nline Don't be silent. Gaza is dying! #NoFlourinGaza
1908240131129016529,"@Mohamme97589880 Gaza is dying
I feel angry day by day
1 person also important of palestine
And there are daily dying"
1908238791279862034,"@trtworld The Gaza slaughter and our inability to stop it is the best representation of how our civilization is rapidly dying.
We built a civilizational framework to make this event impossible, but it's been defeated. Same as with Covid."
1908237592258105843,"@visegrad24 Palestinian children die every day as a bomb is dropped on their heads just to kill one bad guy 500 civilians die, and this account never talks about the children dying in Gaza."
1908237526017466842,"@DeadCenterXXL @bassem_youssef9 And thousands of people are dying according to both Gaza and Israel. Israel is literally admitting in all of the attacks on Gaza, who are you to deny it?"
1908236722942411199,"Stop killing innocent people in Gaza,Gaza is dying now because Israel bombing every place in Gaza #غزة_تحت_القصف #Gaza #GazaHolocaust #GazaGenocide #Israel #غزة_تحت_القصف #غزة_تُباد #Palestine #فلسطين"
1908235906320060760,The criminal Israel is killing thousands of innocent people in Gaza every minute. where is human rights? Gaza is dying #غزة_تحت_القصف #Gaza #GazaHolocaust #GazaGenocide #Israel #غزة_تُباد #رفح_الفلسطينيه #NintendoSwitch2 #النصر_الهلال #stockmarketcrash https://t.co/S2pr1u6wa5
1908230172236800422,@EYakoby They are normalizing and concealing mental illness and delusion in the name of their dying death cult! 🤪Free Palestine? When people in Gaza is already rejecting Hamas!
1908227289504170229,"My friends, and we are dying, stand with us and destroy us, Rafah is subject to extermination

https://t.co/cSGK0H1UnJ"
1908224927775277200,"@minY_supporter @shitpostbykave @BIGHIT_MUSIC @HYBEOFFICIALtwt @bts_bighit @BTS_twt Ilovehobi but Lets notforget this We cannotsupport them when they do something wrongjust because we love them
There is no flour in Gaza People are dying Bombs hunger and many other things are killing people Are you so weak that you cant give up your coffee pleasure for the people"
1908223425996611714,"@abod_bt Good that’s really good. Now as the genocidal manic defenders say, every decision has it consequences has come to the point. If Gaza people are dying let them also die with them. This is the best decision so far made.
May Allah have mercy upon the people of Gaza"
1908221128252047667,"@ReedamtoIslam @Anahita_SD There's nothing to stop you because there are none of you rāts left. You are extinct and forgotten 😂
You'll roam the streets of foreign countries as illegal immigrants doing prostitution forever 😂

Gaza is fighting in their land while you are dying in your holes like rāts."
1908219059566510392,"@nadaa01012 @CeReKala Hello, I am Nader from Gaza. I ask you to share and donate. We have been at war for a year and a half now. We are dying here every day. I ask you to help me, even if it is just one dollar. If you do not want to, just share the link. Thank you. https://t.co/5M1fIobrBQ"
1908217308977246650,"@AdamantxYves I’m not here to argue with you, what’s done is done. I wish y’all would admit you made a bad choice like we tell the conservatives but it’s hard to do when you feel differently. Unfortunately the people in Gaza are stilling dying &amp; the person in charge will encourage it. 👍🏾"
1908216778909769851,"Stop acting blind, there is a genocide right now in #gaza . innocents are dying by the colonial's missile and rockets this silence will be considered as an agreement of this genocide. #ElonMusk"
1908216197897707603,@AJCGlobal Shameful to reduce the genocide in Gaza because it isn't six million people dying. Genocide is genocide.
1908216006826172567,@leobility_ @sleepiestnoir My friend I beg you not to ignore me my family is dying of hunger in northern Gaza please help me spread the tweet so we can buy a bag of flour for my family please 🙏🙏🙏💔
1908215506676461682,@dhainkanbaa When my friend please I am in dire need of a donation I swear my family is dying of hunger in northern Gaza 🙏💔
1908215010075013548,@studioyoongi My friend I beg you not to ignore me my family is dying of hunger in northern Gaza please help me spread the tweet so we can buy a bag of flour for my family please 🙏💔🙏🙏🙏
1908214763219513703,@dhainkanbaa My friend I beg you not to ignore me my family is dying of hunger in northern Gaza please help me spread the tweet so we can buy a bag of flour for my family please 🙏🙏🙏💔
1908214703693701526,"@dhainkanbaa My friend I beg you not to ignore me my family is dying of hunger in northern Gaza please help me spread the tweet so we can buy a bag of flour for my family please
🙏🙏🙏🙏"
1908214538509382093,@milkkirie My friend I beg you not to ignore me my family is dying of hunger in northern Gaza please help me spread the tweet so we can buy a bag of flour for my family please 💔🙏🙏
1908214467025891513,"@milkkirie My friend I beg you not to ignore me my family is dying of hunger in northern Gaza please help me spread the tweet so we can buy a bag of flour for my family please
🙏💔🙏🙏🙏"
1908213856037392398,@bisanowda01 @johncusack People should be advocating to resettle Palestinians - Gaza is lost and it’s not worth dying for
1908213623450730714,"@SecRubio The horrors of the Day of Judgment in Gaza. Rivers of blood flow in Gaza. Gaza is being exterminated, O people. In Gaza, people are being buried alive. Gaza is being slaughtered, vein to vein. Gaza is dying. A US and Israeli occupation is being built over Gaza's rubble. https://t.co/C2UplOez8d"
1908213565636456684,Look guys how things are in our tents the situation is unbearable here in Gaza we are about to die please guys please donate to me to buy a new tent my family is really dying https://t.co/Qqcj1fzKTm
1908212208041156993,"gaza is alone and dying yaa rabb please help them 
#FreePalestine https://t.co/TD790SdeQz"
1908211945393557888,@PM_ViktorOrban You're not a semites. And the people of the west are waking up to your corruption. Anti-zionism is the word you're looking for. Semites are the ones dying in gaza.
1908211378780852595,"Dr Fadel Naim @fnaim65, the Medical Director of Al-Ahli Hospital, says nowhere in Gaza is safe &amp; patients are dying b/c we have no medicines https://t.co/DGeVYSFS7f"
1908210818820562993,@sfdoc110 @zoemayenglish @DoubleDownNews It's not stopping. Hamas is just an excuse to level Gaza and claim it as theirs. Nobody who's serious about peace and getting back any hostages would sacrifice them to justify a relentless bombing campaign. They do not care about any hostages who are likely dying in the bombings
1908206895602753785,I see all these sufferings in Palestine and Gaza and feel ashamed of my weakness and how humanity is dying in front of our eyes
1908206043798094104,"Exactly this. 👇The situation in Gaza is worse on the daily. More innocents dying. Aid being blocked, horrific war crimes, how Starmer has the nerve to post hypocritical videos like this is beyond me. https://t.co/OxKzeUkhh2"
1908203323280249316,This is a desperate situation. A young man in Gaza is struggling to keep his family safe after losing everything. Please consider sharing or donating to help them survive this crisis. https://t.co/bXphv6ACDc
1908203095701553164,‼️Don't forget Gaza Don't ignore it Murderer Israel commits crimes against humanity Everyone who is human should raise their voices children are dying people are hungry Gaza is genocide Where is the media Where are the world leaders Where is the curse of God ‼️#NoFlourinGaza https://t.co/Cma12yQdDt
1908199283393773913,@MosabAbuToha Is this Gaza? Who left this cowering bitch who prays for jews  dying alive ?
1908199133346717749,"The war on Gaza isn't just about missiles and shelling; it's the destruction of entire lives!
Children are dying, dreams are shattered,and homes are turning to dust.
The world is silent,while humanity weeps!
Gaza isn't breaking news; Gaza is an open wound.
https://t.co/JMVQSrI1FJ https://t.co/90alJ3E95n"
1908193663349563846,"@derJamesJackson Bullshit everywhere, genocide in #Gaza. We’ll be soaked in that blood and  the stain of it , the stench of it will stay. The spirit of Europe is dying with #Gaza."
1908187009249673571,"I’m snapping at free Palestine ppl cuz I’m so mad ppl are still dying in Gaza but the same Ian economy is about to crash and any advocacy are basically dead. So I just can’t handle blaming Dems, shut up and figure out what to do now."
1908186520219242856,"@VegandiZ @0xTvng @SuppressedNws It's called WARS!
Sadly, civilians die in all wars.

Stop starting them an you will stop dying!

Btw: thank you for showing how effective the Israel government is protecting it's citizens while the Gaza government has spend ZERO on bomb shelters they they WANT THEM TO DIE https://t.co/BZeOmfEC6F"
1908186461389873376,@Boboamlak @orenbarsky 25% of the Gaza population is men 18+. They account for 75% of death. And yet you and your useful idiots have been yelling that 70% of people dying are women and children. Weird how you change the narrative when the data doesn’t match your previous statements
1908185859213373930,Children are dying. Homes are gone. Schools are bombed. This is not self-defense. This is a humanitarian disaster. #Gaza #PalestineGenocide #CeasefireNow https://t.co/l9ZnShul2b
1908185501246353836,"@DrLote_XOXO @Anahita_SD Nowruz has lived on, but it’s beautiful seeing Muzzies dying 🤗
Khamenei is old &amp; dying too. 

Ahahahaha yea that’s why you guys were crying over Gaza &amp; Gazans getting wiped out all this time🤣🤣🤣🤣🤣🤣🤣🤣
Bye bye Gaza 👋😂"
1908185334061388207,"@Boboamlak @Striking_Balls You
Mean gaza is dying they have no aid going in gaza only
Mater of weeks and they will die from starvation islam is a made up religion and terrorists wake ip they treat there wife like shit"
1908185267548106853,"@tamerqdh Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908185112816021850,"@jacksonhinklle Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908185059791667630,"@ajmubasher Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908184970599817377,"@AnasAlSharif0 Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908184926052106360,"@nowgnna Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908184810826162333,"@jacksonhinklle Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908184711303733296,"@RamAbdu Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908184406973464850,"@ahmad_e_b @oamaz7 Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908184055578870075,"@oamaz7 Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908183986305642836,"@nadaa01012 Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908183938079535289,"@rdooan Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908183764724850693,"@stairwayto3dom Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908183713638138192,"@mog_Russ Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908183654099984886,"@aldamu_jo Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908183595463610478,"@jacksonhinklle Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908183541214593367,"@AJArabic Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908183475573711307,"@HuDa_NaIm92 Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908183422905753919,"@salehaljafaraw Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908183340852650345,"@AdameMedia Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908183276881064275,"@Kahlissee Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908183199345201380,"@ahmedgaza24 Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908183091555803284,"@ShaykhSulaiman Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908183040724971676,"@qudsn Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908182970931761274,"@amansouraja Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908182836961509874,"@ajmubasher Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908182765373210694,"@Abu_Salah9 Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908182679255756889,"@AnasAlSharif0 Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908182604517392468,"@abdallahatar Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908182530303361260,"@ShaykhSulaiman Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908182400581935198,"@jacksonhinklle Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908182305618768364,"@tamerqdh Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908182163498942960,"@TamerMisshal Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908182076563550557,"@ajmubasher Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908181914634059816,"@AnasAlSharif0 Isreal is a terrorist state
#Isreali_are_ISIS
#IsrealiTerrorism
#isreal_is_ISIS
#IsrealiNewNazism
#Isreal_Is_A_Terrorist_State
#StopIsraeliCrimes
#Gaza_Genocide
#StopIsraeliWarCrimes
#StopIsraeliNewNazism 
#Gaza_is_dying_of_starvation
#GazaStarving
#GazaHolocaust
#GazaisDying"
1908181335165784246,"🆘️O WORLD, LOOK AT WHAT YOUR GOVERNMENTS ARE DOING WITH YOUR TAX MONEY 👇

🔻LOOK AT THE RESULT OF OUR SILENCE. 

#Stop_the_crime
#Crime_of_the_Century
#Gaza_children_in_shrouds
#Gaza_is_dying_of_starvation
#Zionists_are_enemies_of_humanity https://t.co/MPo9JV4Uss"
1908181181889171792,"🆘️O WORLD, LOOK AT WHAT YOUR GOVERNMENTS ARE DOING WITH YOUR TAX MONEY 👇

🔻LOOK AT THE RESULT OF OUR SILENCE. 

#Stop_the_crime
#Crime_of_the_Century
#Gaza_children_in_shrouds
#Gaza_is_dying_of_starvation
#Zionists_are_enemies_of_humanity https://t.co/G55h6cCeCv"
1908180436834017443,"There is no room for silence, no time for hesitation... Gaza is under fire, and its people are between life and death. Make this day a cry that shakes the stagnation, a force that moves the stagnation, and a call that cannot be ignored. Children are dying every day. https://t.co/1ShK97Ng7F"
1908177383934296196,"🆘️O WORLD, LOOK AT WHAT YOUR GOVERNMENTS ARE DOING WITH YOUR TAX MONEY 👇

🔻LOOK AT THE RESULT OF OUR SILENCE. 

#Stop_the_crime
#Crime_of_the_Century
#Gaza_children_in_shrouds
#Gaza_is_dying_of_starvation
#Zionists_are_enemies_of_humanity https://t.co/42VhNo7YKM"
1908176568687448190,@ww3mediaa ‼️Don't forget Gaza Don't ignore it Murderer Israel commits crimes against humanity Everyone who is human should raise their voices children are dying people are hungry Gaza is genocide Where is the media Where are the world leaders Where is the curse of God ‼️#NoFlourinGaza
1908176548735148133,‼️Don't forget Gaza Don't ignore it Murderer Israel commits crimes against humanity Everyone who is human should raise their voices children are dying people are hungry Gaza is genocide Where is the media Where are the world leaders Where is the curse of God ‼️#NoFlourinGaza https://t.co/yYKC6O6UsG
1908176506804699344,@bekiservet ‼️Don't forget Gaza Don't ignore it Murderer Israel commits crimes against humanity Everyone who is human should raise their voices children are dying people are hungry Gaza is genocide Where is the media Where are the world leaders Where is the curse of God ‼️#NoFlourinGaza
1908176487846457806,‼️Don't forget Gaza Don't ignore it Murderer Israel commits crimes against humanity Everyone who is human should raise their voices children are dying people are hungry Gaza is genocide Where is the media Where are the world leaders Where is the curse of God ‼️#NoFlourinGaza https://t.co/RUE5v72kpJ
